<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2020.09.23;13:06:00;119740;119820;119740;119810;331;754;10
2020.09.23;13:07:00;119820;119860;119800;119810;283;638;10
2020.09.23;13:08:00;119800;119820;119780;119780;178;639;10
2020.09.23;13:09:00;119780;119840;119770;119830;140;374;10
2020.09.23;13:10:00;119820;119850;119770;119780;254;593;10
2020.09.23;13:11:00;119780;119790;119660;119720;712;1783;10
2020.09.23;13:12:00;119720;119720;119630;119670;400;877;10
2020.09.23;13:13:00;119670;119700;119630;119640;241;579;10
2020.09.23;13:14:00;119650;119740;119640;119710;271;553;10
2020.09.23;13:15:00;119700;119760;119690;119710;327;673;10
2020.09.23;13:16:00;119700;119710;119630;119640;275;482;10
2020.09.23;13:17:00;119630;119640;119460;119470;1553;3834;10
2020.09.23;13:18:00;119470;119510;119340;119360;1059;2589;10
2020.09.23;13:19:00;119370;119420;119300;119360;682;1271;10
2020.09.23;13:20:00;119370;119460;119300;119440;837;1605;10
2020.09.23;13:21:00;119450;119470;119400;119460;358;672;10
2020.09.23;13:22:00;119450;119490;119360;119370;432;950;10
2020.09.23;13:23:00;119360;119450;119360;119440;254;454;10
2020.09.23;13:24:00;119450;119500;119420;119450;346;1128;10
2020.09.23;13:25:00;119460;119540;119450;119530;466;1071;10
2020.09.23;13:26:00;119530;119560;119500;119550;360;854;10
2020.09.23;13:27:00;119550;119570;119520;119550;260;516;10
2020.09.23;13:28:00;119540;119580;119530;119580;148;303;10
2020.09.23;13:29:00;119560;119620;119500;119510;554;1186;10
2020.09.23;13:30:00;119510;119600;119510;119590;301;498;10
2020.09.23;13:31:00;119600;119680;119580;119670;548;1074;10
2020.09.23;13:32:00;119670;119720;119630;119650;451;916;10
2020.09.23;13:33:00;119640;119650;119510;119640;538;1228;10
2020.09.23;13:34:00;119640;119680;119630;119670;200;390;10
2020.09.23;13:35:00;119670;119670;119590;119620;224;424;10
2020.09.23;13:36:00;119630;119630;119560;119600;188;424;10
2020.09.23;13:37:00;119590;119590;119550;119570;95;161;10
2020.09.23;13:38:00;119580;119620;119530;119540;218;366;10
2020.09.23;13:39:00;119540;119560;119440;119470;368;722;10
2020.09.23;13:40:00;119470;119470;119400;119420;349;605;10
2020.09.23;13:41:00;119430;119550;119400;119540;351;616;10
2020.09.23;13:42:00;119530;119590;119510;119570;221;390;10
2020.09.23;13:43:00;119570;119590;119530;119580;108;196;10
2020.09.23;13:44:00;119580;119630;119570;119620;238;563;10
2020.09.23;13:45:00;119620;119670;119600;119650;252;432;10
2020.09.23;13:46:00;119650;119670;119610;119660;186;421;10
2020.09.23;13:47:00;119660;119660;119620;119630;144;435;10
2020.09.23;13:48:00;119640;119640;119580;119620;217;433;10
2020.09.23;13:49:00;119610;119610;119540;119590;188;331;10
2020.09.23;13:50:00;119600;119640;119570;119630;99;209;10
2020.09.23;13:51:00;119620;119670;119580;119620;288;526;10
2020.09.23;13:52:00;119620;119650;119620;119620;124;207;10
2020.09.23;13:53:00;119620;119700;119620;119650;322;662;10
2020.09.23;13:54:00;119650;119700;119630;119680;227;437;10
2020.09.23;13:55:00;119660;119670;119560;119560;275;556;10
2020.09.23;13:56:00;119560;119570;119500;119520;376;724;10
2020.09.23;13:57:00;119530;119540;119420;119440;502;884;10
2020.09.23;13:58:00;119450;119480;119400;119460;336;751;10
2020.09.23;13:59:00;119460;119560;119430;119550;283;483;10
2020.09.23;14:05:00;119560;119580;119450;119450;317;663;10
2020.09.23;14:06:00;119450;119550;119440;119540;130;199;10
2020.09.23;14:07:00;119530;119600;119530;119560;289;666;10
2020.09.23;14:08:00;119570;119630;119540;119620;256;499;10
2020.09.23;14:09:00;119610;119630;119590;119610;129;296;10
2020.09.23;14:10:00;119600;119620;119560;119570;151;302;10
2020.09.23;14:11:00;119570;119590;119470;119500;307;563;10
2020.09.23;14:12:00;119490;119490;119450;119480;165;295;10
2020.09.23;14:13:00;119480;119490;119410;119420;409;867;10
2020.09.23;14:14:00;119420;119420;119350;119360;584;1220;10
2020.09.23;14:15:00;119370;119490;119330;119480;502;828;10
2020.09.23;14:16:00;119480;119520;119440;119470;448;818;10
2020.09.23;14:17:00;119470;119500;119460;119460;108;161;10
2020.09.23;14:18:00;119460;119490;119410;119420;168;459;10
2020.09.23;14:19:00;119430;119450;119370;119410;249;599;10
2020.09.23;14:20:00;119400;119410;119350;119380;181;310;10
2020.09.23;14:21:00;119380;119390;119330;119350;264;563;10
2020.09.23;14:22:00;119340;119340;119200;119270;1151;2535;10
2020.09.23;14:23:00;119280;119280;119170;119180;426;775;10
2020.09.23;14:24:00;119180;119260;119140;119250;586;1641;10
2020.09.23;14:25:00;119260;119270;119210;119240;262;485;10
2020.09.23;14:26:00;119250;119320;119170;119300;538;1125;10
2020.09.23;14:27:00;119300;119330;119260;119260;256;499;10
2020.09.23;14:28:00;119270;119290;119250;119270;136;320;10
2020.09.23;14:29:00;119260;119350;119260;119310;293;610;10
2020.09.23;14:30:00;119310;119400;119270;119390;351;594;10
2020.09.23;14:31:00;119390;119450;119370;119430;375;777;10
2020.09.23;14:32:00;119430;119440;119400;119410;143;274;10
2020.09.23;14:33:00;119410;119440;119390;119430;181;319;10
2020.09.23;14:34:00;119430;119440;119390;119430;112;229;10
2020.09.23;14:35:00;119430;119450;119360;119370;199;380;10
2020.09.23;14:36:00;119370;119440;119350;119410;302;685;10
2020.09.23;14:37:00;119410;119550;119410;119510;634;1278;10
2020.09.23;14:38:00;119510;119570;119490;119490;466;935;10
2020.09.23;14:39:00;119490;119540;119470;119500;153;218;10
2020.09.23;14:40:00;119490;119530;119400;119530;500;845;10
2020.09.23;14:41:00;119530;119530;119450;119450;316;584;10
2020.09.23;14:42:00;119440;119440;119300;119300;592;1440;10
2020.09.23;14:43:00;119300;119370;119290;119330;280;526;10
2020.09.23;14:44:00;119320;119390;119300;119390;216;386;10
2020.09.23;14:45:00;119390;119420;119360;119380;346;654;10
2020.09.23;14:46:00;119380;119430;119370;119400;202;400;10
2020.09.23;14:47:00;119410;119430;119350;119400;227;566;10
2020.09.23;14:48:00;119390;119390;119290;119300;339;596;10
2020.09.23;14:49:00;119300;119370;119300;119350;198;294;10
2020.09.23;14:50:00;119340;119410;119280;119380;330;636;10
2020.09.23;14:51:00;119370;119380;119300;119310;275;670;10
2020.09.23;14:52:00;119310;119340;119210;119250;451;1001;10
2020.09.23;14:53:00;119250;119290;119200;119270;387;658;10
2020.09.23;14:54:00;119270;119370;119270;119270;468;1127;10
2020.09.23;14:55:00;119280;119370;119270;119370;163;311;10
2020.09.23;14:56:00;119360;119420;119360;119380;278;418;10
2020.09.23;14:57:00;119390;119400;119330;119330;253;480;10
2020.09.23;14:58:00;119320;119370;119320;119340;180;255;10
2020.09.23;14:59:00;119360;119370;119280;119290;235;389;10
2020.09.23;15:00:00;119290;119310;119210;119230;430;818;10
2020.09.23;15:01:00;119230;119290;119210;119280;300;771;10
2020.09.23;15:02:00;119270;119340;119250;119330;269;815;10
2020.09.23;15:03:00;119330;119350;119220;119270;352;723;10
2020.09.23;15:04:00;119290;119340;119270;119330;186;308;10
2020.09.23;15:05:00;119340;119370;119300;119340;241;432;10
2020.09.23;15:06:00;119340;119350;119280;119330;366;1141;10
2020.09.23;15:07:00;119320;119320;119220;119290;248;526;10
2020.09.23;15:08:00;119290;119310;119260;119290;103;171;10
2020.09.23;15:09:00;119280;119360;119260;119350;202;379;10
2020.09.23;15:10:00;119350;119400;119330;119380;208;321;10
2020.09.23;15:11:00;119380;119430;119320;119330;390;855;10
2020.09.23;15:12:00;119330;119330;119250;119310;218;474;10
2020.09.23;15:13:00;119310;119320;119270;119320;105;166;10
2020.09.23;15:14:00;119320;119340;119260;119290;116;202;10
2020.09.23;15:15:00;119300;119350;119290;119320;191;575;10
2020.09.23;15:16:00;119320;119320;119220;119240;257;461;10
2020.09.23;15:17:00;119240;119250;119160;119190;465;862;10
2020.09.23;15:18:00;119200;119270;119170;119260;311;551;10
2020.09.23;15:19:00;119270;119330;119240;119310;233;399;10
2020.09.23;15:20:00;119300;119380;119290;119320;253;444;10
2020.09.23;15:21:00;119310;119310;119210;119250;271;450;10
2020.09.23;15:22:00;119250;119250;119160;119180;428;856;10
2020.09.23;15:23:00;119180;119270;119170;119240;201;425;10
2020.09.23;15:24:00;119230;119240;119150;119210;399;905;10
2020.09.23;15:25:00;119200;119290;119170;119250;359;801;10
2020.09.23;15:26:00;119240;119300;119230;119270;179;431;10
2020.09.23;15:27:00;119260;119310;119210;119240;236;449;10
2020.09.23;15:28:00;119250;119280;119230;119280;132;332;10
2020.09.23;15:29:00;119280;119320;119250;119270;354;735;10
2020.09.23;15:30:00;119260;119360;119260;119360;326;870;10
2020.09.23;15:31:00;119350;119380;119290;119320;256;808;10
2020.09.23;15:32:00;119320;119320;119260;119300;110;235;10
2020.09.23;15:33:00;119310;119330;119260;119270;216;405;10
2020.09.23;15:34:00;119280;119290;119240;119240;226;515;10
2020.09.23;15:35:00;119260;119260;119220;119240;131;429;10
2020.09.23;15:36:00;119240;119270;119210;119220;165;341;10
2020.09.23;15:37:00;119210;119230;119180;119200;211;421;10
2020.09.23;15:38:00;119200;119230;119190;119230;205;613;10
2020.09.23;15:39:00;119220;119260;119210;119230;182;370;10
2020.09.23;15:40:00;119240;119300;119220;119300;143;359;10
2020.09.23;15:41:00;119300;119330;119290;119300;226;508;10
2020.09.23;15:42:00;119300;119310;119250;119260;112;302;10
2020.09.23;15:43:00;119270;119300;119270;119300;52;98;10
2020.09.23;15:44:00;119300;119300;119220;119250;180;368;10
2020.09.23;15:45:00;119260;119260;119190;119200;240;522;10
2020.09.23;15:46:00;119200;119220;119160;119190;308;867;10
2020.09.23;15:47:00;119190;119230;119160;119230;237;495;10
2020.09.23;15:48:00;119210;119250;119190;119240;123;242;10
2020.09.23;15:49:00;119240;119250;119210;119220;154;316;10
2020.09.23;15:50:00;119210;119250;119190;119250;126;249;10
2020.09.23;15:51:00;119250;119280;119250;119280;170;419;10
2020.09.23;15:52:00;119270;119280;119240;119270;170;315;10
2020.09.23;15:53:00;119270;119270;119220;119260;127;297;10
2020.09.23;15:54:00;119260;119320;119260;119300;239;518;10
2020.09.23;15:55:00;119290;119310;119250;119260;195;481;10
2020.09.23;15:56:00;119260;119260;119210;119220;158;335;10
2020.09.23;15:57:00;119210;119300;119210;119280;186;387;10
2020.09.23;15:58:00;119280;119320;119260;119290;161;439;10
2020.09.23;15:59:00;119280;119300;119260;119290;93;248;10
2020.09.23;16:00:00;119290;119450;119240;119440;1325;2888;10
2020.09.23;16:01:00;119440;119470;119380;119400;476;953;10
2020.09.23;16:02:00;119400;119400;119330;119340;258;538;10
2020.09.23;16:03:00;119340;119350;119240;119240;517;1137;10
2020.09.23;16:04:00;119250;119310;119230;119290;301;638;10
2020.09.23;16:05:00;119300;119330;119260;119260;200;374;10
2020.09.23;16:06:00;119260;119360;119260;119300;283;554;10
2020.09.23;16:07:00;119300;119310;119250;119270;177;385;10
2020.09.23;16:08:00;119260;119280;119210;119210;211;689;10
2020.09.23;16:09:00;119210;119260;119180;119250;376;1040;10
2020.09.23;16:10:00;119250;119360;119240;119330;334;763;10
2020.09.23;16:11:00;119330;119360;119290;119320;172;473;10
2020.09.23;16:12:00;119340;119380;119320;119350;256;874;10
2020.09.23;16:13:00;119350;119410;119330;119350;327;741;10
2020.09.23;16:14:00;119350;119450;119330;119420;294;644;10
2020.09.23;16:15:00;119430;119650;119420;119620;1544;3892;10
2020.09.23;16:16:00;119620;119640;119540;119600;514;1396;10
2020.09.23;16:17:00;119600;119650;119560;119650;383;937;10
2020.09.23;16:18:00;119650;119780;119600;119760;1321;2945;10
2020.09.23;16:19:00;119760;119760;119660;119700;602;1483;10
2020.09.23;16:20:00;119710;119720;119520;119560;785;3270;10
2020.09.23;16:21:00;119560;119640;119560;119580;382;803;10
2020.09.23;16:22:00;119580;119600;119470;119490;694;2201;10
2020.09.23;16:23:00;119500;119510;119420;119430;328;815;10
2020.09.23;16:24:00;119430;119480;119380;119400;516;1061;10
2020.09.23;16:25:00;119400;119460;119360;119450;411;765;10
2020.09.23;16:26:00;119450;119510;119310;119340;781;1646;10
2020.09.23;16:27:00;119340;119450;119330;119430;299;584;10
2020.09.23;16:28:00;119440;119490;119410;119470;313;623;10
2020.09.23;16:29:00;119470;119590;119460;119550;492;919;10
2020.09.23;16:30:00;119550;119720;119480;119680;2094;3956;10
2020.09.23;16:31:00;119690;119720;119530;119600;1329;2630;10
2020.09.23;16:32:00;119600;119640;119410;119420;1039;2088;10
2020.09.23;16:33:00;119430;119450;119360;119430;853;1693;10
2020.09.23;16:34:00;119440;119570;119430;119560;640;1082;10
2020.09.23;16:35:00;119560;119630;119420;119430;992;1932;10
2020.09.23;16:36:00;119440;119570;119430;119520;511;1062;10
2020.09.23;16:37:00;119530;119530;119450;119480;344;646;10
2020.09.23;16:38:00;119470;119500;119330;119350;837;1772;10
2020.09.23;16:39:00;119340;119380;119270;119300;832;1508;10
2020.09.23;16:40:00;119290;119320;119220;119270;785;1673;10
2020.09.23;16:41:00;119270;119290;119230;119250;520;1008;10
2020.09.23;16:42:00;119240;119260;119010;119050;2129;7856;10
2020.09.23;16:43:00;119060;119100;118910;118990;1324;3540;10
2020.09.23;16:44:00;119000;119050;118960;119020;518;1475;10
2020.09.23;16:45:00;119020;119030;118930;118980;888;1658;10
2020.09.23;16:46:00;118990;119050;118920;119010;629;1279;10
2020.09.23;16:47:00;119010;119120;118970;119070;847;1916;10
2020.09.23;16:48:00;119060;119210;119060;119210;827;2034;10
2020.09.23;16:49:00;119210;119360;119180;119350;1308;3144;10
2020.09.23;16:50:00;119350;119360;119200;119270;1012;2545;10
2020.09.23;16:51:00;119270;119280;119060;119130;765;1743;10
2020.09.23;16:52:00;119120;119130;119010;119040;651;1366;10
2020.09.23;16:53:00;119040;119050;118940;118940;759;2131;10
2020.09.23;16:54:00;118950;119040;118810;118840;1274;2980;10
2020.09.23;16:55:00;118840;118920;118790;118800;1067;2307;10
2020.09.23;16:56:00;118800;118910;118790;118860;630;1255;10
2020.09.23;16:57:00;118850;118940;118840;118940;575;1051;10
2020.09.23;16:58:00;118930;118940;118870;118910;399;849;10
2020.09.23;16:59:00;118910;118910;118830;118830;318;618;10
2020.09.23;17:00:00;118830;118930;118750;118930;948;1738;10
2020.09.23;17:01:00;118920;118940;118830;118910;481;1051;10
2020.09.23;17:02:00;118910;118970;118830;118880;853;2368;10
2020.09.23;17:03:00;118880;118960;118860;118940;415;761;10
2020.09.23;17:04:00;118950;118990;118900;118980;328;698;10
2020.09.23;17:05:00;118970;118980;118850;118850;470;891;10
2020.09.23;17:06:00;118850;118860;118680;118710;1019;2197;10
2020.09.23;17:07:00;118710;118780;118670;118730;703;1340;10
2020.09.23;17:08:00;118720;118720;118620;118640;589;1387;10
2020.09.23;17:09:00;118650;118720;118600;118620;802;2472;10
2020.09.23;17:10:00;118620;118660;118580;118590;817;1986;10
2020.09.23;17:11:00;118590;118640;118570;118590;600;1763;10
2020.09.23;17:12:00;118590;118620;118450;118460;942;2713;10
2020.09.23;17:13:00;118460;118570;118340;118360;1486;3175;10
2020.09.23;17:14:00;118360;118410;118280;118380;1202;2962;10
2020.09.23;17:15:00;118380;118390;118270;118330;780;1881;10
2020.09.23;17:16:00;118330;118420;118270;118390;614;1671;10
2020.09.23;17:17:00;118390;118460;118310;118400;814;2053;10
2020.09.23;17:18:00;118400;118420;118360;118380;385;651;10
2020.09.23;17:19:00;118380;118440;118340;118380;741;1996;10
2020.09.23;17:20:00;118390;118440;118320;118370;733;1745;10
2020.09.23;17:21:00;118350;118380;118320;118370;482;1271;10
2020.09.23;17:22:00;118370;118380;118010;118050;2408;5930;10
2020.09.23;17:23:00;118040;118150;117980;118090;1143;2398;10
2020.09.23;17:24:00;118080;118100;117980;118060;979;2157;10
2020.09.23;17:25:00;118050;118060;117930;118060;1327;2948;10
2020.09.23;17:26:00;118050;118340;118050;118280;1772;4205;10
2020.09.23;17:27:00;118290;118360;118170;118180;1229;2952;10
2020.09.23;17:28:00;118180;118190;118070;118100;811;2024;10
2020.09.23;17:29:00;118090;118220;118060;118190;711;1595;10
2020.09.23;17:30:00;118200;118440;118200;118280;1644;3918;10
2020.09.23;17:31:00;118280;118290;118220;118250;723;1410;10
2020.09.23;17:32:00;118260;118270;118120;118170;888;1988;10
2020.09.23;17:33:00;118160;118190;118000;118020;831;1756;10
2020.09.23;17:34:00;118020;118140;117960;117980;966;2194;10
2020.09.23;17:35:00;117990;117990;117660;117730;3513;7685;10
2020.09.23;17:36:00;117720;117880;117650;117830;1528;3135;10
2020.09.23;17:37:00;117840;117850;117670;117750;965;2595;10
2020.09.23;17:38:00;117760;117840;117710;117790;656;1285;10
2020.09.23;17:39:00;117780;117830;117720;117740;606;1211;10
2020.09.23;17:40:00;117730;117830;117730;117760;687;1527;10
2020.09.23;17:41:00;117760;117990;117760;117960;1205;2508;10
2020.09.23;17:42:00;117950;118170;117950;118150;1297;2695;10
2020.09.23;17:43:00;118150;118150;118010;118080;731;1378;10
2020.09.23;17:44:00;118080;118240;118060;118200;1042;2056;10
2020.09.23;17:45:00;118200;118220;118080;118180;827;1601;10
2020.09.23;17:46:00;118190;118240;118150;118180;867;1838;10
2020.09.23;17:47:00;118170;118260;118120;118230;581;1242;10
2020.09.23;17:48:00;118220;118280;118200;118240;427;795;10
2020.09.23;17:49:00;118250;118360;118250;118340;740;2233;10
2020.09.23;17:50:00;118340;118430;118320;118340;1028;2439;10
2020.09.23;17:51:00;118330;118330;118160;118170;841;1822;10
2020.09.23;17:52:00;118160;118200;118070;118140;637;1305;10
2020.09.23;17:53:00;118120;118220;118100;118100;482;961;10
2020.09.23;17:54:00;118120;118200;118080;118100;414;785;10
2020.09.23;17:55:00;118090;118330;118070;118270;854;1890;10
2020.09.23;17:56:00;118280;118380;118280;118370;514;1144;10
2020.09.23;17:57:00;118360;118400;118210;118230;518;1291;10
2020.09.23;17:58:00;118240;118250;118100;118110;589;1146;10
2020.09.23;17:59:00;118120;118250;118120;118170;552;1291;10
2020.09.23;18:00:00;118170;118240;118120;118150;495;1047;10
2020.09.23;18:01:00;118140;118140;117960;118050;1053;2234;10
2020.09.23;18:02:00;118050;118280;118040;118250;958;1728;10
2020.09.23;18:03:00;118270;118320;118120;118130;747;1392;10
2020.09.23;18:04:00;118140;118270;118100;118210;647;1296;10
2020.09.23;18:05:00;118210;118420;118200;118400;818;1752;10
2020.09.23;18:06:00;118390;118440;118300;118300;753;1426;10
2020.09.23;18:07:00;118300;118390;118250;118320;525;960;10
2020.09.23;18:08:00;118300;118420;118270;118330;495;951;10
2020.09.23;18:09:00;118320;118330;118170;118210;623;1424;10
2020.09.23;18:10:00;118210;118250;118110;118220;927;1891;10
2020.09.23;18:11:00;118230;118380;118220;118340;643;1264;10
2020.09.23;18:12:00;118360;118360;118200;118230;434;810;10
2020.09.23;18:13:00;118230;118290;118180;118240;380;796;10
2020.09.23;18:14:00;118230;118260;118160;118260;327;583;10
2020.09.23;18:15:00;118260;118290;118110;118220;700;1653;10
2020.09.23;18:16:00;118220;118310;118180;118290;566;1082;10
2020.09.23;18:17:00;118280;118290;118150;118230;471;1062;10
2020.09.23;18:18:00;118230;118240;118080;118110;481;964;10
2020.09.23;18:19:00;118110;118210;118090;118190;432;898;10
2020.09.23;18:20:00;118210;118230;118110;118160;291;538;10
2020.09.23;18:21:00;118180;118180;117990;118040;958;2156;10
2020.09.23;18:22:00;118050;118090;118000;118010;522;1267;10
2020.09.23;18:23:00;118010;118070;117980;118030;438;1127;10
2020.09.23;18:24:00;118030;118070;118010;118040;482;1092;10
2020.09.23;18:25:00;118040;118040;117880;117940;877;1750;10
2020.09.23;18:26:00;117930;118070;117920;118000;582;1190;10
