<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2020.11.23;11:20:00;128130;128270;128130;128180;315;893;10
2020.11.23;11:21:00;128190;128300;128180;128260;253;706;10
2020.11.23;11:22:00;128250;128350;128220;128340;251;694;10
2020.11.23;11:23:00;128350;128400;128310;128330;334;678;10
2020.11.23;11:24:00;128340;128360;128280;128360;195;504;10
2020.11.23;11:25:00;128360;128380;128260;128260;214;478;10
2020.11.23;11:26:00;128260;128280;128230;128260;167;393;10
2020.11.23;11:27:00;128260;128260;128210;128230;135;276;10
2020.11.23;11:28:00;128250;128310;128240;128270;98;156;10
2020.11.23;11:29:00;128270;128310;128240;128270;139;296;10
2020.11.23;11:30:00;128270;128310;128250;128290;172;429;10
2020.11.23;11:31:00;128290;128340;128220;128230;246;485;10
2020.11.23;11:32:00;128230;128240;128160;128210;291;897;10
2020.11.23;11:33:00;128210;128260;128160;128250;199;526;10
2020.11.23;11:34:00;128270;128360;128210;128340;268;591;10
2020.11.23;11:35:00;128360;128380;128250;128280;229;521;10
2020.11.23;11:36:00;128280;128280;128160;128190;260;573;10
2020.11.23;11:37:00;128190;128220;128120;128150;255;696;10
2020.11.23;11:38:00;128150;128160;128050;128090;467;1197;10
2020.11.23;11:39:00;128100;128120;128070;128090;251;596;10
2020.11.23;11:40:00;128090;128090;127910;127980;1459;3490;10
2020.11.23;11:41:00;127980;128090;127980;128070;406;1140;10
2020.11.23;11:42:00;128080;128160;128060;128090;371;751;10
2020.11.23;11:43:00;128090;128110;128040;128090;226;623;10
2020.11.23;11:44:00;128090;128100;128000;128010;183;349;10
2020.11.23;11:45:00;128020;128030;127910;127950;432;817;10
2020.11.23;11:46:00;127940;128000;127900;127970;369;796;10
2020.11.23;11:47:00;127990;128050;127960;128000;225;611;10
2020.11.23;11:48:00;128010;128030;127950;127990;199;420;10
2020.11.23;11:49:00;127990;128000;127960;127960;102;211;10
2020.11.23;11:50:00;127960;128100;127950;128070;395;1216;10
2020.11.23;11:51:00;128070;128130;128030;128040;355;908;10
2020.11.23;11:52:00;128040;128100;128040;128090;132;301;10
2020.11.23;11:53:00;128100;128130;128060;128080;164;399;10
2020.11.23;11:54:00;128060;128090;128040;128060;133;310;10
2020.11.23;11:55:00;128060;128120;128060;128080;125;292;10
2020.11.23;11:56:00;128100;128110;128020;128060;131;393;10
2020.11.23;11:57:00;128060;128070;128040;128070;75;161;10
2020.11.23;11:58:00;128060;128090;128020;128020;112;242;10
2020.11.23;11:59:00;128040;128100;128030;128040;173;344;10
2020.11.23;12:00:00;128050;128080;128030;128030;166;314;10
2020.11.23;12:01:00;128030;128040;127820;127880;825;1706;10
2020.11.23;12:02:00;127880;127880;127780;127870;600;1348;10
2020.11.23;12:03:00;127860;127890;127820;127860;194;387;10
2020.11.23;12:04:00;127860;127890;127830;127850;166;348;10
2020.11.23;12:05:00;127850;127860;127810;127850;178;349;10
2020.11.23;12:06:00;127850;127870;127790;127800;240;654;10
2020.11.23;12:07:00;127790;127830;127750;127750;222;471;10
2020.11.23;12:08:00;127770;127770;127670;127740;656;1541;10
2020.11.23;12:09:00;127750;127880;127720;127860;499;1118;10
2020.11.23;12:10:00;127860;127890;127810;127880;254;494;10
2020.11.23;12:11:00;127880;127900;127850;127870;159;270;10
2020.11.23;12:12:00;127870;127940;127870;127890;268;749;10
2020.11.23;12:13:00;127900;127920;127850;127880;193;409;10
2020.11.23;12:14:00;127860;127990;127860;127980;264;512;10
2020.11.23;12:15:00;127960;128000;127910;127950;654;1196;10
2020.11.23;12:16:00;127930;127980;127910;127960;269;642;10
2020.11.23;12:17:00;127950;127960;127860;127880;286;649;10
2020.11.23;12:18:00;127860;127920;127850;127900;142;268;10
2020.11.23;12:19:00;127880;127910;127880;127890;45;62;10
2020.11.23;12:20:00;127890;127910;127850;127870;149;363;10
2020.11.23;12:21:00;127890;127910;127870;127910;74;133;10
2020.11.23;12:22:00;127910;127940;127820;127820;182;440;10
2020.11.23;12:23:00;127820;127850;127800;127830;158;405;10
2020.11.23;12:24:00;127820;127830;127800;127800;137;305;10
2020.11.23;12:25:00;127810;127820;127710;127750;322;910;10
2020.11.23;12:26:00;127730;127730;127630;127670;520;1309;10
2020.11.23;12:27:00;127650;127670;127570;127670;539;1271;10
2020.11.23;12:28:00;127670;127700;127630;127660;259;568;10
2020.11.23;12:29:00;127670;127740;127650;127730;223;482;10
2020.11.23;12:30:00;127720;127810;127690;127800;352;878;10
2020.11.23;12:31:00;127800;127830;127780;127800;221;480;10
2020.11.23;12:32:00;127810;127810;127720;127760;197;496;10
2020.11.23;12:33:00;127750;127750;127650;127660;193;409;10
2020.11.23;12:34:00;127650;127700;127610;127660;233;520;10
2020.11.23;12:35:00;127660;127660;127590;127610;187;530;10
2020.11.23;12:36:00;127600;127640;127550;127580;289;829;10
2020.11.23;12:37:00;127580;127600;127500;127520;511;1345;10
2020.11.23;12:38:00;127520;127520;127410;127450;778;2145;10
2020.11.23;12:39:00;127440;127520;127410;127520;423;922;10
2020.11.23;12:40:00;127510;127530;127460;127460;370;938;10
2020.11.23;12:41:00;127460;127470;127420;127440;270;706;10
2020.11.23;12:42:00;127450;127480;127410;127430;305;699;10
2020.11.23;12:43:00;127420;127510;127360;127510;657;1593;10
2020.11.23;12:44:00;127510;127530;127450;127450;274;619;10
2020.11.23;12:45:00;127450;127480;127370;127470;376;998;10
2020.11.23;12:46:00;127470;127490;127430;127490;160;486;10
2020.11.23;12:47:00;127470;127490;127440;127460;174;553;10
2020.11.23;12:48:00;127450;127470;127380;127470;215;442;10
2020.11.23;12:49:00;127460;127470;127310;127320;814;2040;10
2020.11.23;12:50:00;127320;127350;127210;127240;1190;2689;10
2020.11.23;12:51:00;127220;127250;127160;127220;726;1813;10
2020.11.23;12:52:00;127240;127270;127210;127220;418;993;10
2020.11.23;12:53:00;127220;127370;127220;127360;509;1067;10
2020.11.23;12:54:00;127350;127430;127330;127400;690;1539;10
2020.11.23;12:55:00;127410;127490;127400;127470;402;756;10
2020.11.23;12:56:00;127470;127500;127450;127500;163;320;10
2020.11.23;12:57:00;127500;127510;127470;127480;273;627;10
2020.11.23;12:58:00;127480;127500;127440;127460;168;462;10
2020.11.23;12:59:00;127470;127550;127470;127540;503;1291;10
2020.11.23;13:00:00;127550;127600;127490;127490;451;919;10
2020.11.23;13:01:00;127480;127530;127470;127480;243;526;10
2020.11.23;13:02:00;127490;127540;127440;127540;216;380;10
2020.11.23;13:03:00;127520;127550;127510;127520;133;267;10
2020.11.23;13:04:00;127510;127570;127500;127560;129;226;10
2020.11.23;13:05:00;127560;127600;127520;127570;301;742;10
2020.11.23;13:06:00;127570;127590;127520;127540;130;278;10
2020.11.23;13:07:00;127550;127630;127550;127590;335;755;10
2020.11.23;13:08:00;127610;127610;127580;127600;103;260;10
2020.11.23;13:09:00;127600;127600;127500;127520;193;413;10
2020.11.23;13:10:00;127520;127540;127470;127470;193;348;10
2020.11.23;13:11:00;127490;127500;127460;127490;119;264;10
2020.11.23;13:12:00;127480;127540;127450;127540;220;564;10
2020.11.23;13:13:00;127540;127590;127530;127550;224;491;10
2020.11.23;13:14:00;127560;127590;127480;127510;187;361;10
2020.11.23;13:15:00;127510;127570;127440;127560;240;495;10
2020.11.23;13:16:00;127550;127590;127520;127530;142;291;10
2020.11.23;13:17:00;127530;127540;127480;127500;65;123;10
2020.11.23;13:18:00;127510;127560;127500;127540;85;146;10
2020.11.23;13:19:00;127550;127630;127520;127610;158;286;10
2020.11.23;13:20:00;127630;127630;127530;127580;189;381;10
2020.11.23;13:21:00;127580;127580;127560;127580;38;87;10
2020.11.23;13:22:00;127580;127580;127550;127560;44;160;10
2020.11.23;13:23:00;127550;127550;127480;127520;146;282;10
2020.11.23;13:24:00;127520;127530;127440;127460;177;346;10
2020.11.23;13:25:00;127460;127530;127460;127510;80;140;10
2020.11.23;13:26:00;127520;127540;127500;127510;52;78;10
2020.11.23;13:27:00;127510;127510;127390;127440;337;597;10
2020.11.23;13:28:00;127430;127490;127400;127440;324;645;10
2020.11.23;13:29:00;127440;127440;127350;127360;368;676;10
2020.11.23;13:30:00;127370;127380;127320;127330;236;460;10
2020.11.23;13:31:00;127340;127400;127330;127330;250;519;10
2020.11.23;13:32:00;127340;127340;127310;127320;173;335;10
2020.11.23;13:33:00;127320;127340;127290;127300;196;491;10
2020.11.23;13:34:00;127300;127310;127140;127170;1340;3299;10
2020.11.23;13:35:00;127160;127160;127080;127150;693;1783;10
2020.11.23;13:36:00;127150;127240;127120;127230;446;917;10
2020.11.23;13:37:00;127220;127270;127200;127240;274;583;10
2020.11.23;13:38:00;127230;127250;127230;127230;107;185;10
2020.11.23;13:39:00;127240;127250;127210;127220;100;185;10
2020.11.23;13:40:00;127210;127280;127190;127270;230;453;10
2020.11.23;13:41:00;127260;127310;127240;127300;214;430;10
2020.11.23;13:42:00;127290;127290;127210;127240;192;408;10
2020.11.23;13:43:00;127230;127250;127190;127210;133;204;10
2020.11.23;13:44:00;127210;127270;127200;127240;151;251;10
2020.11.23;13:45:00;127230;127300;127190;127280;295;519;10
2020.11.23;13:46:00;127270;127290;127220;127260;167;279;10
2020.11.23;13:47:00;127240;127280;127240;127280;77;171;10
2020.11.23;13:48:00;127280;127300;127250;127270;185;384;10
2020.11.23;13:49:00;127270;127350;127250;127320;233;515;10
2020.11.23;13:50:00;127310;127310;127260;127270;137;214;10
2020.11.23;13:51:00;127270;127300;127250;127280;96;183;10
2020.11.23;13:52:00;127290;127310;127280;127300;75;116;10
2020.11.23;13:53:00;127280;127300;127230;127280;201;378;10
2020.11.23;13:54:00;127280;127280;127240;127260;111;174;10
2020.11.23;13:55:00;127260;127270;127140;127150;319;762;10
2020.11.23;13:56:00;127150;127200;127120;127200;311;534;10
2020.11.23;13:57:00;127190;127260;127170;127220;195;313;10
2020.11.23;13:58:00;127220;127280;127200;127240;195;333;10
2020.11.23;13:59:00;127250;127280;127230;127230;145;282;10
2020.11.23;14:05:00;127230;127230;127050;127090;887;1754;10
2020.11.23;14:06:00;127090;127170;127080;127160;337;647;10
2020.11.23;14:07:00;127160;127180;127110;127160;259;446;10
2020.11.23;14:08:00;127170;127180;127130;127150;135;287;10
2020.11.23;14:09:00;127140;127170;127090;127090;129;270;10
2020.11.23;14:10:00;127090;127100;127010;127010;544;1272;10
2020.11.23;14:11:00;127020;127060;126960;126980;642;1786;10
2020.11.23;14:12:00;126980;127070;126970;127070;322;760;10
2020.11.23;14:13:00;127060;127100;127020;127030;298;606;10
2020.11.23;14:14:00;127040;127040;126960;126980;538;955;10
2020.11.23;14:15:00;126980;126980;126890;126910;637;1603;10
2020.11.23;14:16:00;126910;126970;126870;126970;332;705;10
2020.11.23;14:17:00;126950;126960;126890;126930;251;451;10
2020.11.23;14:18:00;126930;126940;126810;126920;524;955;10
2020.11.23;14:19:00;126910;126940;126910;126930;188;330;10
2020.11.23;14:20:00;126920;126970;126880;126970;254;546;10
2020.11.23;14:21:00;126950;127040;126950;127040;351;702;10
2020.11.23;14:22:00;127030;127050;127000;127010;262;455;10
2020.11.23;14:23:00;127020;127080;127010;127040;213;409;10
2020.11.23;14:24:00;127050;127100;127030;127090;266;434;10
2020.11.23;14:25:00;127080;127100;127010;127020;402;708;10
2020.11.23;14:26:00;127030;127040;127000;127000;136;263;10
2020.11.23;14:27:00;127010;127020;126960;127020;128;313;10
2020.11.23;14:28:00;127020;127020;126950;126990;155;316;10
2020.11.23;14:29:00;126980;127060;126970;127060;175;320;10
2020.11.23;14:30:00;127050;127060;127010;127030;171;281;10
2020.11.23;14:31:00;127020;127020;126780;126810;866;1837;10
2020.11.23;14:32:00;126800;126840;126730;126820;777;1614;10
2020.11.23;14:33:00;126840;126850;126750;126780;367;830;10
2020.11.23;14:34:00;126780;126800;126750;126750;321;683;10
2020.11.23;14:35:00;126750;126790;126700;126790;516;1062;10
2020.11.23;14:36:00;126780;126800;126720;126790;374;739;10
2020.11.23;14:37:00;126780;126820;126720;126760;410;876;10
2020.11.23;14:38:00;126760;126830;126760;126820;247;559;10
2020.11.23;14:39:00;126800;126840;126780;126840;291;655;10
2020.11.23;14:40:00;126820;126840;126630;126670;859;2097;10
2020.11.23;14:41:00;126680;126720;126600;126710;537;1138;10
2020.11.23;14:42:00;126720;126780;126700;126770;303;605;10
2020.11.23;14:43:00;126770;126780;126710;126740;218;427;10
2020.11.23;14:44:00;126750;126750;126550;126570;695;1405;10
2020.11.23;14:45:00;126570;126600;126480;126480;919;2452;10
2020.11.23;14:46:00;126480;126600;126460;126600;683;1483;10
2020.11.23;14:47:00;126590;126630;126580;126610;257;559;10
2020.11.23;14:48:00;126610;126650;126590;126630;253;435;10
2020.11.23;14:49:00;126630;126650;126600;126610;200;346;10
2020.11.23;14:50:00;126620;126640;126560;126600;289;681;10
2020.11.23;14:51:00;126600;126730;126590;126730;436;983;10
2020.11.23;14:52:00;126730;126750;126680;126730;248;432;10
2020.11.23;14:53:00;126730;126750;126710;126710;162;290;10
2020.11.23;14:54:00;126720;126750;126700;126720;187;300;10
2020.11.23;14:55:00;126740;126740;126700;126730;105;170;10
2020.11.23;14:56:00;126740;126740;126710;126730;97;154;10
2020.11.23;14:57:00;126730;126790;126670;126710;395;1024;10
2020.11.23;14:58:00;126710;126720;126650;126700;246;455;10
2020.11.23;14:59:00;126700;126740;126700;126730;103;206;10
2020.11.23;15:00:00;126730;126780;126700;126770;277;495;10
2020.11.23;15:01:00;126770;126800;126720;126720;193;375;10
2020.11.23;15:02:00;126720;126750;126710;126710;119;208;10
2020.11.23;15:03:00;126710;126750;126710;126750;94;141;10
2020.11.23;15:04:00;126740;126830;126740;126820;289;560;10
2020.11.23;15:05:00;126830;126850;126760;126770;327;706;10
2020.11.23;15:06:00;126780;126790;126700;126720;272;543;10
2020.11.23;15:07:00;126720;126740;126670;126720;260;503;10
2020.11.23;15:08:00;126720;126720;126670;126690;99;143;10
2020.11.23;15:09:00;126680;126720;126640;126650;163;323;10
2020.11.23;15:10:00;126660;126670;126570;126640;369;1037;10
2020.11.23;15:11:00;126640;126680;126630;126640;152;308;10
2020.11.23;15:12:00;126630;126630;126570;126570;225;433;10
2020.11.23;15:13:00;126560;126590;126500;126560;365;664;10
2020.11.23;15:14:00;126550;126650;126540;126620;333;563;10
2020.11.23;15:15:00;126630;126700;126620;126700;295;671;10
2020.11.23;15:16:00;126700;126730;126670;126720;237;447;10
2020.11.23;15:17:00;126730;126740;126700;126730;165;270;10
2020.11.23;15:18:00;126730;126760;126670;126750;237;998;10
2020.11.23;15:19:00;126740;126830;126720;126820;264;499;10
2020.11.23;15:20:00;126830;126870;126800;126820;479;1033;10
2020.11.23;15:21:00;126830;126870;126800;126850;305;1016;10
2020.11.23;15:22:00;126850;126920;126850;126920;340;695;10
2020.11.23;15:23:00;126910;126930;126850;126870;327;748;10
2020.11.23;15:24:00;126870;126930;126860;126900;211;411;10
2020.11.23;15:25:00;126910;126950;126880;126950;348;771;10
2020.11.23;15:26:00;126950;126990;126930;126970;355;808;10
2020.11.23;15:27:00;126970;126980;126940;126980;156;365;10
2020.11.23;15:28:00;126980;127060;126980;127040;579;1795;10
2020.11.23;15:29:00;127040;127170;127040;127130;1033;2951;10
2020.11.23;15:30:00;127130;127290;127130;127250;1536;4006;10
2020.11.23;15:31:00;127230;127300;127210;127240;480;1093;10
2020.11.23;15:32:00;127260;127270;127220;127220;243;467;10
2020.11.23;15:33:00;127220;127280;127220;127250;247;487;10
2020.11.23;15:34:00;127260;127270;127210;127220;258;670;10
2020.11.23;15:35:00;127230;127250;127180;127210;340;692;10
2020.11.23;15:36:00;127220;127240;127140;127150;347;719;10
2020.11.23;15:37:00;127150;127250;127150;127250;277;667;10
2020.11.23;15:38:00;127250;127300;127240;127260;451;1015;10
2020.11.23;15:39:00;127250;127270;127190;127230;221;430;10
2020.11.23;15:40:00;127230;127280;127190;127230;337;649;10
2020.11.23;15:41:00;127240;127260;127160;127170;275;693;10
2020.11.23;15:42:00;127170;127200;127150;127180;233;487;10
2020.11.23;15:43:00;127180;127190;127120;127130;296;701;10
2020.11.23;15:44:00;127130;127140;127110;127110;270;534;10
2020.11.23;15:45:00;127110;127170;127100;127150;291;667;10
2020.11.23;15:46:00;127150;127190;127120;127160;211;400;10
2020.11.23;15:47:00;127170;127170;127100;127100;175;292;10
2020.11.23;15:48:00;127100;127140;127060;127120;378;1496;10
2020.11.23;15:49:00;127120;127170;127100;127160;145;254;10
2020.11.23;15:50:00;127160;127240;127140;127220;370;709;10
2020.11.23;15:51:00;127210;127260;127210;127220;294;530;10
2020.11.23;15:52:00;127220;127390;127200;127380;818;1803;10
2020.11.23;15:53:00;127380;127430;127340;127360;597;1200;10
2020.11.23;15:54:00;127360;127380;127290;127340;418;934;10
2020.11.23;15:55:00;127340;127430;127330;127420;387;844;10
2020.11.23;15:56:00;127410;127460;127410;127420;410;939;10
2020.11.23;15:57:00;127430;127440;127360;127370;484;1030;10
2020.11.23;15:58:00;127360;127390;127330;127330;335;705;10
2020.11.23;15:59:00;127330;127360;127230;127240;518;1223;10
2020.11.23;16:00:00;127240;127300;127160;127170;916;1814;10
2020.11.23;16:01:00;127180;127190;127100;127130;429;911;10
2020.11.23;16:02:00;127130;127160;127120;127150;213;415;10
2020.11.23;16:03:00;127160;127250;127150;127210;253;416;10
2020.11.23;16:04:00;127210;127230;127100;127130;284;623;10
2020.11.23;16:05:00;127130;127190;127110;127180;152;343;10
2020.11.23;16:06:00;127170;127180;127120;127130;85;207;10
2020.11.23;16:07:00;127130;127150;127090;127110;172;514;10
2020.11.23;16:08:00;127110;127110;127030;127080;488;998;10
2020.11.23;16:09:00;127070;127090;127010;127070;304;787;10
2020.11.23;16:10:00;127080;127120;127060;127120;191;447;10
2020.11.23;16:11:00;127120;127140;127080;127100;176;357;10
2020.11.23;16:12:00;127080;127100;127040;127070;162;380;10
2020.11.23;16:13:00;127070;127150;127060;127130;189;694;10
2020.11.23;16:14:00;127140;127160;127080;127150;181;415;10
2020.11.23;16:15:00;127140;127150;127020;127020;237;600;10
2020.11.23;16:16:00;127020;127080;127010;127030;298;604;10
2020.11.23;16:17:00;127030;127050;126970;126990;678;1345;10
2020.11.23;16:18:00;126990;127000;126830;126920;1292;3467;10
2020.11.23;16:19:00;126920;126990;126920;126940;308;698;10
2020.11.23;16:20:00;126940;126980;126920;126950;120;178;10
2020.11.23;16:21:00;126960;127040;126950;127000;363;699;10
2020.11.23;16:22:00;127010;127020;126960;126970;131;220;10
2020.11.23;16:23:00;126970;127020;126960;127010;119;217;10
2020.11.23;16:24:00;127030;127070;127010;127070;189;400;10
2020.11.23;16:25:00;127060;127080;127030;127030;164;334;10
2020.11.23;16:26:00;127030;127060;127010;127030;128;264;10
2020.11.23;16:27:00;127040;127040;126970;127010;171;392;10
2020.11.23;16:28:00;127010;127030;127000;127010;101;200;10
2020.11.23;16:29:00;127010;127060;127000;127050;77;138;10
2020.11.23;16:30:00;127050;127060;126960;127000;215;412;10
2020.11.23;16:31:00;127000;127040;127000;127040;100;254;10
2020.11.23;16:32:00;127040;127120;127020;127080;408;907;10
2020.11.23;16:33:00;127090;127090;127040;127040;221;462;10
2020.11.23;16:34:00;127040;127140;127030;127140;230;446;10
2020.11.23;16:35:00;127140;127190;127120;127170;473;1125;10
2020.11.23;16:36:00;127170;127260;127170;127210;426;1034;10
2020.11.23;16:37:00;127210;127210;127170;127180;143;413;10
2020.11.23;16:38:00;127180;127200;127140;127180;249;601;10
2020.11.23;16:39:00;127180;127200;127150;127150;157;327;10
2020.11.23;16:40:00;127160;127160;127100;127150;293;650;10
2020.11.23;16:41:00;127140;127180;127140;127150;144;260;10
2020.11.23;16:42:00;127150;127150;126790;126920;2525;5103;10
2020.11.23;16:43:00;126930;127070;126810;127060;964;1840;10
2020.11.23;16:44:00;127050;127110;126960;126960;570;1060;10
2020.11.23;16:45:00;126980;127060;126870;126960;572;973;10
2020.11.23;16:46:00;126970;127050;126970;127000;296;537;10
2020.11.23;16:47:00;127000;127020;126970;127010;148;623;10
2020.11.23;16:48:00;127020;127030;126970;127020;253;549;10
2020.11.23;16:49:00;127020;127090;127020;127080;289;634;10
2020.11.23;16:50:00;127080;127120;127010;127040;274;528;10
2020.11.23;16:51:00;127070;127080;127000;127040;217;463;10
2020.11.23;16:52:00;127030;127160;127020;127030;378;756;10
2020.11.23;16:53:00;127030;127040;126960;126990;286;499;10
2020.11.23;16:54:00;126980;127020;126960;127010;179;349;10
2020.11.23;16:55:00;127000;127050;126990;127050;143;231;10
2020.11.23;16:56:00;127050;127120;126970;127110;214;403;10
2020.11.23;16:57:00;127120;127120;127040;127040;121;188;10
2020.11.23;16:58:00;127050;127130;127020;127100;161;353;10
2020.11.23;16:59:00;127110;127130;127080;127110;108;226;10
2020.11.23;17:00:00;127110;127200;127090;127170;434;797;10
2020.11.23;17:01:00;127160;127220;127140;127220;256;576;10
2020.11.23;17:02:00;127210;127320;127200;127270;992;1927;10
2020.11.23;17:03:00;127290;127290;127230;127250;219;370;10
2020.11.23;17:04:00;127250;127280;127200;127240;256;501;10
2020.11.23;17:05:00;127250;127260;127140;127180;292;595;10
2020.11.23;17:06:00;127180;127260;127170;127220;273;558;10
2020.11.23;17:07:00;127200;127250;127200;127220;162;348;10
2020.11.23;17:08:00;127220;127290;127180;127250;378;1331;10
2020.11.23;17:09:00;127250;127250;127170;127230;206;394;10
2020.11.23;17:10:00;127220;127250;127210;127230;116;291;10
2020.11.23;17:11:00;127230;127270;127230;127260;143;212;10
2020.11.23;17:12:00;127260;127280;127240;127270;209;428;10
2020.11.23;17:13:00;127260;127270;127210;127240;242;494;10
2020.11.23;17:14:00;127250;127260;127160;127210;179;304;10
2020.11.23;17:15:00;127230;127260;127210;127250;187;597;10
2020.11.23;17:16:00;127250;127270;127160;127180;202;476;10
2020.11.23;17:17:00;127170;127200;127170;127170;103;232;10
2020.11.23;17:18:00;127170;127190;127150;127150;188;377;10
2020.11.23;17:19:00;127150;127160;127090;127150;342;664;10
2020.11.23;17:20:00;127140;127200;127100;127120;315;842;10
2020.11.23;17:21:00;127130;127160;127100;127140;152;340;10
2020.11.23;17:22:00;127150;127210;127150;127170;185;364;10
2020.11.23;17:23:00;127170;127260;127160;127260;279;597;10
2020.11.23;17:24:00;127250;127290;127230;127270;277;532;10
2020.11.23;17:25:00;127280;127280;127210;127250;135;267;10
2020.11.23;17:26:00;127260;127350;127250;127280;480;1094;10
2020.11.23;17:27:00;127280;127320;127220;127250;257;571;10
2020.11.23;17:28:00;127260;127300;127240;127270;266;559;10
2020.11.23;17:29:00;127280;127310;127240;127290;270;482;10
2020.11.23;17:30:00;127310;127340;127220;127230;456;893;10
2020.11.23;17:31:00;127230;127240;127140;127180;439;1038;10
2020.11.23;17:32:00;127190;127220;127160;127160;172;309;10
2020.11.23;17:33:00;127180;127240;127020;127020;547;1048;10
2020.11.23;17:34:00;127020;127050;126960;126970;590;1240;10
2020.11.23;17:35:00;126980;127020;126950;127020;416;739;10
2020.11.23;17:36:00;127020;127040;126890;127000;659;1239;10
2020.11.23;17:37:00;127010;127010;126920;126950;248;388;10
2020.11.23;17:38:00;126940;127110;126930;127090;484;835;10
2020.11.23;17:39:00;127090;127160;127060;127080;442;844;10
2020.11.23;17:40:00;127080;127110;127020;127020;229;398;10
2020.11.23;17:41:00;127030;127090;127000;127090;246;413;10
2020.11.23;17:42:00;127090;127130;127080;127100;149;275;10
2020.11.23;17:43:00;127100;127110;127040;127070;164;407;10
2020.11.23;17:44:00;127070;127100;127040;127050;134;217;10
2020.11.23;17:45:00;127060;127150;126990;127090;767;1311;10
2020.11.23;17:46:00;127090;127110;126960;127020;471;854;10
2020.11.23;17:47:00;127010;127030;126830;126970;766;1343;10
2020.11.23;17:48:00;126960;126960;126710;126750;902;1764;10
2020.11.23;17:49:00;126750;126780;126600;126640;1280;2471;10
2020.11.23;17:50:00;126650;126780;126600;126760;890;1713;10
2020.11.23;17:51:00;126760;126840;126690;126810;580;1233;10
2020.11.23;17:52:00;126810;126830;126740;126800;357;672;10
2020.11.23;17:53:00;126810;126830;126760;126810;281;555;10
2020.11.23;17:54:00;126800;126830;126710;126710;387;702;10
2020.11.23;17:55:00;126710;126710;126530;126570;884;1975;10
2020.11.23;17:56:00;126560;126560;126430;126460;1174;2522;10
2020.11.23;17:57:00;126460;126540;126440;126510;540;962;10
2020.11.23;17:58:00;126520;126550;126340;126350;936;2369;10
2020.11.23;17:59:00;126350;126410;126250;126270;1333;2991;10
2020.11.23;18:00:00;126280;126340;126250;126260;891;2237;10
2020.11.23;18:01:00;126260;126300;126110;126120;1617;3844;10
2020.11.23;18:02:00;126110;126120;126040;126070;943;2121;10
2020.11.23;18:03:00;126080;126190;125970;126190;1591;3677;10
2020.11.23;18:04:00;126180;126210;126140;126170;591;1319;10
2020.11.23;18:05:00;126160;126160;126030;126060;802;1904;10
2020.11.23;18:06:00;126050;126050;125910;126040;1070;2434;10
2020.11.23;18:07:00;126040;126050;125970;126010;470;1137;10
2020.11.23;18:08:00;126010;126160;126010;126120;524;1302;10
2020.11.23;18:09:00;126130;126130;126000;126120;384;752;10
2020.11.23;18:10:00;126110;126120;125940;125940;636;1358;10
2020.11.23;18:11:00;125950;125980;125910;125920;578;1222;10
2020.11.23;18:12:00;125920;125960;125800;125810;1318;3424;10
2020.11.23;18:13:00;125820;125850;125750;125830;1052;2652;10
2020.11.23;18:14:00;125810;125990;125800;125940;1247;2904;10
2020.11.23;18:15:00;125950;125950;125840;125880;475;1143;10
2020.11.23;18:16:00;125880;125940;125820;125900;411;942;10
2020.11.23;18:17:00;125900;125940;125810;125820;696;1564;10
2020.11.23;18:18:00;125820;125890;125760;125860;517;1079;10
2020.11.23;18:19:00;125860;126030;125820;125980;640;1250;10
2020.11.23;18:20:00;125970;126180;125940;126070;1674;4216;10
2020.11.23;18:21:00;126070;126080;125990;126050;383;913;10
2020.11.23;18:22:00;126050;126100;126010;126050;493;913;10
2020.11.23;18:23:00;126050;126090;125980;126010;369;691;10
2020.11.23;18:24:00;126020;126030;125810;125830;675;1224;10
2020.11.23;18:25:00;125820;125820;125510;125610;2581;6784;10
2020.11.23;18:26:00;125610;125770;125590;125690;885;1660;10
2020.11.23;18:27:00;125680;125740;125510;125580;949;2094;10
2020.11.23;18:28:00;125570;125590;125450;125460;1394;3739;10
2020.11.23;18:29:00;125460;125470;125270;125360;1771;3493;10
2020.11.23;18:30:00;125360;125430;125280;125430;1099;2490;10
2020.11.23;18:31:00;125430;125490;125210;125280;1520;3803;10
2020.11.23;18:32:00;125290;125490;125260;125490;636;1335;10
2020.11.23;18:33:00;125480;125580;125440;125570;740;1438;10
2020.11.23;18:34:00;125560;125570;125480;125490;656;1402;10
2020.11.23;18:35:00;125500;125510;125390;125480;608;1307;10
2020.11.23;18:36:00;125480;125570;125390;125540;871;1823;10
2020.11.23;18:37:00;125540;125630;125530;125620;756;1645;10
2020.11.23;18:38:00;125610;125640;125550;125580;523;1460;10
2020.11.23;18:39:00;125560;125560;125460;125530;567;1465;10
2020.11.23;18:40:00;125540;125690;125530;125670;717;2125;10
2020.11.23;18:41:00;125660;125700;125620;125670;560;1244;10
2020.11.23;18:42:00;125680;125690;125600;125630;476;879;10
2020.11.23;18:43:00;125640;125660;125550;125580;339;622;10
2020.11.23;18:44:00;125580;125600;125510;125550;448;994;10
2020.11.23;19:00:00;125500;125650;125340;125540;503;1029;10
2020.11.23;19:01:00;125530;125740;125530;125660;720;1644;10
2020.11.23;19:02:00;125660;125720;125620;125680;355;608;10
2020.11.23;19:03:00;125680;125680;125560;125610;227;554;10
2020.11.23;19:04:00;125610;125690;125560;125660;160;304;10
